step	simulationTime	location	agentId
537	2025-07-02T20:45:00.000	POINT (485547.33905596414 4421526.153604189)	0
537	2025-07-02T20:45:00.000	POINT (486204.8476010699 4421344.733077563)	1
537	2025-07-02T20:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
537	2025-07-02T20:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
537	2025-07-02T20:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
538	2025-07-02T20:50:00.000	POINT (486182.67302588 4421346.157146036)	0
538	2025-07-02T20:50:00.000	POINT (486204.8476010699 4421344.733077563)	1
538	2025-07-02T20:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
538	2025-07-02T20:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
538	2025-07-02T20:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
539	2025-07-02T20:55:00.000	POINT (486182.67302588 4421346.157146036)	0
539	2025-07-02T20:55:00.000	POINT (486204.8476010699 4421344.733077563)	1
539	2025-07-02T20:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
539	2025-07-02T20:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
539	2025-07-02T20:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
540	2025-07-02T21:00:00.000	POINT (486182.67302588 4421346.157146036)	0
540	2025-07-02T21:00:00.000	POINT (486204.8476010699 4421344.733077563)	1
540	2025-07-02T21:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
540	2025-07-02T21:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
540	2025-07-02T21:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
541	2025-07-02T21:05:00.000	POINT (486182.67302588 4421346.157146036)	0
541	2025-07-02T21:05:00.000	POINT (486194.0125563806 4421348.554417097)	1
541	2025-07-02T21:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
541	2025-07-02T21:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
541	2025-07-02T21:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
542	2025-07-02T21:10:00.000	POINT (486182.67302588 4421346.157146036)	0
542	2025-07-02T21:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
542	2025-07-02T21:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
542	2025-07-02T21:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
542	2025-07-02T21:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
543	2025-07-02T21:15:00.000	POINT (486182.67302588 4421346.157146036)	0
543	2025-07-02T21:15:00.000	POINT (487038.28498915996 4420353.145806744)	1
543	2025-07-02T21:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
543	2025-07-02T21:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
543	2025-07-02T21:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
544	2025-07-02T21:20:00.000	POINT (486182.67302588 4421346.157146036)	0
544	2025-07-02T21:20:00.000	POINT (486204.8476010699 4421344.733077563)	1
544	2025-07-02T21:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
544	2025-07-02T21:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
544	2025-07-02T21:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
545	2025-07-02T21:25:00.000	POINT (486182.67302588 4421346.157146036)	0
545	2025-07-02T21:25:00.000	POINT (486204.8476010699 4421344.733077563)	1
545	2025-07-02T21:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
545	2025-07-02T21:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
545	2025-07-02T21:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
546	2025-07-02T21:30:00.000	POINT (486182.67302588 4421346.157146036)	0
546	2025-07-02T21:30:00.000	POINT (486204.8476010699 4421344.733077563)	1
546	2025-07-02T21:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
546	2025-07-02T21:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
546	2025-07-02T21:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
547	2025-07-02T21:35:00.000	POINT (486182.67302588 4421346.157146036)	0
547	2025-07-02T21:35:00.000	POINT (486204.8476010699 4421344.733077563)	1
547	2025-07-02T21:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
547	2025-07-02T21:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
547	2025-07-02T21:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
548	2025-07-02T21:40:00.000	POINT (486182.67302588 4421346.157146036)	0
548	2025-07-02T21:40:00.000	POINT (486204.8476010699 4421344.733077563)	1
548	2025-07-02T21:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
548	2025-07-02T21:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
548	2025-07-02T21:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
549	2025-07-02T21:45:00.000	POINT (486182.67302588 4421346.157146036)	0
549	2025-07-02T21:45:00.000	POINT (486204.8476010699 4421344.733077563)	1
549	2025-07-02T21:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
549	2025-07-02T21:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
549	2025-07-02T21:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
550	2025-07-02T21:50:00.000	POINT (486182.67302588 4421346.157146036)	0
550	2025-07-02T21:50:00.000	POINT (486204.8476010699 4421344.733077563)	1
550	2025-07-02T21:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
550	2025-07-02T21:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
550	2025-07-02T21:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
551	2025-07-02T21:55:00.000	POINT (486182.67302588 4421346.157146036)	0
551	2025-07-02T21:55:00.000	POINT (486204.8476010699 4421344.733077563)	1
551	2025-07-02T21:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
551	2025-07-02T21:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
551	2025-07-02T21:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
552	2025-07-02T22:00:00.000	POINT (486182.67302588 4421346.157146036)	0
552	2025-07-02T22:00:00.000	POINT (486204.8476010699 4421344.733077563)	1
552	2025-07-02T22:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
552	2025-07-02T22:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
552	2025-07-02T22:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
553	2025-07-02T22:05:00.000	POINT (486182.67302588 4421346.157146036)	0
553	2025-07-02T22:05:00.000	POINT (486204.8476010699 4421344.733077563)	1
553	2025-07-02T22:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
553	2025-07-02T22:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
553	2025-07-02T22:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
554	2025-07-02T22:10:00.000	POINT (486182.67302588 4421346.157146036)	0
554	2025-07-02T22:10:00.000	POINT (486204.8476010699 4421344.733077563)	1
554	2025-07-02T22:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
554	2025-07-02T22:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
554	2025-07-02T22:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
555	2025-07-02T22:15:00.000	POINT (486182.67302588 4421346.157146036)	0
555	2025-07-02T22:15:00.000	POINT (486204.8476010699 4421344.733077563)	1
555	2025-07-02T22:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
555	2025-07-02T22:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
555	2025-07-02T22:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
556	2025-07-02T22:20:00.000	POINT (486182.67302588 4421346.157146036)	0
556	2025-07-02T22:20:00.000	POINT (486204.8476010699 4421344.733077563)	1
556	2025-07-02T22:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
556	2025-07-02T22:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
556	2025-07-02T22:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
557	2025-07-02T22:25:00.000	POINT (486182.67302588 4421346.157146036)	0
557	2025-07-02T22:25:00.000	POINT (486204.8476010699 4421344.733077563)	1
557	2025-07-02T22:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
557	2025-07-02T22:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
557	2025-07-02T22:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
558	2025-07-02T22:30:00.000	POINT (486182.67302588 4421346.157146036)	0
558	2025-07-02T22:30:00.000	POINT (486204.8476010699 4421344.733077563)	1
558	2025-07-02T22:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
558	2025-07-02T22:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
558	2025-07-02T22:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
559	2025-07-02T22:35:00.000	POINT (486182.67302588 4421346.157146036)	0
559	2025-07-02T22:35:00.000	POINT (486204.8476010699 4421344.733077563)	1
559	2025-07-02T22:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
559	2025-07-02T22:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
559	2025-07-02T22:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
560	2025-07-02T22:40:00.000	POINT (486182.67302588 4421346.157146036)	0
560	2025-07-02T22:40:00.000	POINT (486204.8476010699 4421344.733077563)	1
560	2025-07-02T22:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
560	2025-07-02T22:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
560	2025-07-02T22:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
561	2025-07-02T22:45:00.000	POINT (486182.67302588 4421346.157146036)	0
561	2025-07-02T22:45:00.000	POINT (486204.8476010699 4421344.733077563)	1
561	2025-07-02T22:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
561	2025-07-02T22:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
561	2025-07-02T22:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
562	2025-07-02T22:50:00.000	POINT (486182.67302588 4421346.157146036)	0
562	2025-07-02T22:50:00.000	POINT (486204.8476010699 4421344.733077563)	1
562	2025-07-02T22:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
562	2025-07-02T22:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
562	2025-07-02T22:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
563	2025-07-02T22:55:00.000	POINT (486182.67302588 4421346.157146036)	0
563	2025-07-02T22:55:00.000	POINT (486204.8476010699 4421344.733077563)	1
563	2025-07-02T22:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
563	2025-07-02T22:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
563	2025-07-02T22:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
564	2025-07-02T23:00:00.000	POINT (486182.67302588 4421346.157146036)	0
564	2025-07-02T23:00:00.000	POINT (486194.0125563806 4421348.554417097)	1
564	2025-07-02T23:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
564	2025-07-02T23:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
564	2025-07-02T23:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
565	2025-07-02T23:05:00.000	POINT (486194.0125563806 4421348.554417097)	0
565	2025-07-02T23:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
565	2025-07-02T23:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
565	2025-07-02T23:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
565	2025-07-02T23:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
566	2025-07-02T23:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
566	2025-07-02T23:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
566	2025-07-02T23:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
566	2025-07-02T23:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
566	2025-07-02T23:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
567	2025-07-02T23:15:00.000	POINT (485547.33905596414 4421526.153604189)	0
567	2025-07-02T23:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
567	2025-07-02T23:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
567	2025-07-02T23:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
567	2025-07-02T23:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
568	2025-07-02T23:20:00.000	POINT (486182.67302588 4421346.157146036)	0
568	2025-07-02T23:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
568	2025-07-02T23:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
568	2025-07-02T23:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
568	2025-07-02T23:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
569	2025-07-02T23:25:00.000	POINT (486182.67302588 4421346.157146036)	0
569	2025-07-02T23:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
569	2025-07-02T23:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
569	2025-07-02T23:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
569	2025-07-02T23:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
570	2025-07-02T23:30:00.000	POINT (486182.67302588 4421346.157146036)	0
570	2025-07-02T23:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
570	2025-07-02T23:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
570	2025-07-02T23:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
570	2025-07-02T23:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
571	2025-07-02T23:35:00.000	POINT (486182.67302588 4421346.157146036)	0
571	2025-07-02T23:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
571	2025-07-02T23:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
571	2025-07-02T23:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
571	2025-07-02T23:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
572	2025-07-02T23:40:00.000	POINT (486194.0125563806 4421348.554417097)	0
572	2025-07-02T23:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
572	2025-07-02T23:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
572	2025-07-02T23:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
572	2025-07-02T23:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
573	2025-07-02T23:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
573	2025-07-02T23:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
573	2025-07-02T23:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
573	2025-07-02T23:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
573	2025-07-02T23:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
574	2025-07-02T23:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
574	2025-07-02T23:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
574	2025-07-02T23:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
574	2025-07-02T23:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
574	2025-07-02T23:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
575	2025-07-02T23:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
575	2025-07-02T23:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
575	2025-07-02T23:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
575	2025-07-02T23:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
575	2025-07-02T23:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
576	2025-07-03T00:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
576	2025-07-03T00:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
576	2025-07-03T00:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
576	2025-07-03T00:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
576	2025-07-03T00:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
577	2025-07-03T00:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
577	2025-07-03T00:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
577	2025-07-03T00:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
577	2025-07-03T00:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
577	2025-07-03T00:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
578	2025-07-03T00:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
578	2025-07-03T00:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
578	2025-07-03T00:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
578	2025-07-03T00:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
578	2025-07-03T00:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
579	2025-07-03T00:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
579	2025-07-03T00:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
579	2025-07-03T00:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
579	2025-07-03T00:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
579	2025-07-03T00:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
580	2025-07-03T00:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
580	2025-07-03T00:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
580	2025-07-03T00:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
580	2025-07-03T00:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
580	2025-07-03T00:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
581	2025-07-03T00:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
581	2025-07-03T00:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
581	2025-07-03T00:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
581	2025-07-03T00:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
581	2025-07-03T00:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
582	2025-07-03T00:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
582	2025-07-03T00:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
582	2025-07-03T00:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
582	2025-07-03T00:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
582	2025-07-03T00:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
583	2025-07-03T00:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
583	2025-07-03T00:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
583	2025-07-03T00:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
583	2025-07-03T00:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
583	2025-07-03T00:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
584	2025-07-03T00:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
584	2025-07-03T00:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
584	2025-07-03T00:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
584	2025-07-03T00:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
584	2025-07-03T00:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
585	2025-07-03T00:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
585	2025-07-03T00:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
585	2025-07-03T00:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
585	2025-07-03T00:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
585	2025-07-03T00:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
586	2025-07-03T00:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
586	2025-07-03T00:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
586	2025-07-03T00:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
586	2025-07-03T00:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
586	2025-07-03T00:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
587	2025-07-03T00:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
587	2025-07-03T00:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
587	2025-07-03T00:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
587	2025-07-03T00:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
587	2025-07-03T00:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
588	2025-07-03T01:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
588	2025-07-03T01:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
588	2025-07-03T01:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
588	2025-07-03T01:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
588	2025-07-03T01:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
589	2025-07-03T01:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
589	2025-07-03T01:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
589	2025-07-03T01:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
589	2025-07-03T01:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
589	2025-07-03T01:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
590	2025-07-03T01:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
590	2025-07-03T01:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
590	2025-07-03T01:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
590	2025-07-03T01:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
590	2025-07-03T01:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
591	2025-07-03T01:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
591	2025-07-03T01:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
591	2025-07-03T01:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
591	2025-07-03T01:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
591	2025-07-03T01:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
592	2025-07-03T01:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
592	2025-07-03T01:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
592	2025-07-03T01:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
592	2025-07-03T01:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
592	2025-07-03T01:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
593	2025-07-03T01:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
593	2025-07-03T01:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
593	2025-07-03T01:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
593	2025-07-03T01:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
593	2025-07-03T01:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
594	2025-07-03T01:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
594	2025-07-03T01:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
594	2025-07-03T01:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
594	2025-07-03T01:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
594	2025-07-03T01:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
595	2025-07-03T01:35:00.000	POINT (485535.99952546356 4421523.756333128)	0
595	2025-07-03T01:35:00.000	POINT (487049.12003384926 4420349.32446721)	1
595	2025-07-03T01:35:00.000	POINT (485057.5850584154 4420431.121838025)	2
595	2025-07-03T01:35:00.000	POINT (483373.16822203726 4420750.797663476)	3
595	2025-07-03T01:35:00.000	POINT (483415.5053154079 4420725.761703704)	4
596	2025-07-03T01:40:00.000	POINT (485535.99952546356 4421523.756333128)	0
596	2025-07-03T01:40:00.000	POINT (487049.12003384926 4420349.32446721)	1
596	2025-07-03T01:40:00.000	POINT (485057.5850584154 4420431.121838025)	2
596	2025-07-03T01:40:00.000	POINT (483373.16822203726 4420750.797663476)	3
596	2025-07-03T01:40:00.000	POINT (483415.5053154079 4420725.761703704)	4
597	2025-07-03T01:45:00.000	POINT (485535.99952546356 4421523.756333128)	0
597	2025-07-03T01:45:00.000	POINT (487049.12003384926 4420349.32446721)	1
597	2025-07-03T01:45:00.000	POINT (485057.5850584154 4420431.121838025)	2
597	2025-07-03T01:45:00.000	POINT (483373.16822203726 4420750.797663476)	3
597	2025-07-03T01:45:00.000	POINT (483415.5053154079 4420725.761703704)	4
598	2025-07-03T01:50:00.000	POINT (485535.99952546356 4421523.756333128)	0
598	2025-07-03T01:50:00.000	POINT (487049.12003384926 4420349.32446721)	1
598	2025-07-03T01:50:00.000	POINT (485057.5850584154 4420431.121838025)	2
598	2025-07-03T01:50:00.000	POINT (483373.16822203726 4420750.797663476)	3
598	2025-07-03T01:50:00.000	POINT (483415.5053154079 4420725.761703704)	4
599	2025-07-03T01:55:00.000	POINT (485535.99952546356 4421523.756333128)	0
599	2025-07-03T01:55:00.000	POINT (487049.12003384926 4420349.32446721)	1
599	2025-07-03T01:55:00.000	POINT (485057.5850584154 4420431.121838025)	2
599	2025-07-03T01:55:00.000	POINT (483373.16822203726 4420750.797663476)	3
599	2025-07-03T01:55:00.000	POINT (483415.5053154079 4420725.761703704)	4
600	2025-07-03T02:00:00.000	POINT (485535.99952546356 4421523.756333128)	0
600	2025-07-03T02:00:00.000	POINT (487049.12003384926 4420349.32446721)	1
600	2025-07-03T02:00:00.000	POINT (485057.5850584154 4420431.121838025)	2
600	2025-07-03T02:00:00.000	POINT (483373.16822203726 4420750.797663476)	3
600	2025-07-03T02:00:00.000	POINT (483415.5053154079 4420725.761703704)	4
601	2025-07-03T02:05:00.000	POINT (485535.99952546356 4421523.756333128)	0
601	2025-07-03T02:05:00.000	POINT (487049.12003384926 4420349.32446721)	1
601	2025-07-03T02:05:00.000	POINT (485057.5850584154 4420431.121838025)	2
601	2025-07-03T02:05:00.000	POINT (483373.16822203726 4420750.797663476)	3
601	2025-07-03T02:05:00.000	POINT (483415.5053154079 4420725.761703704)	4
602	2025-07-03T02:10:00.000	POINT (485535.99952546356 4421523.756333128)	0
602	2025-07-03T02:10:00.000	POINT (487049.12003384926 4420349.32446721)	1
602	2025-07-03T02:10:00.000	POINT (485057.5850584154 4420431.121838025)	2
602	2025-07-03T02:10:00.000	POINT (483373.16822203726 4420750.797663476)	3
602	2025-07-03T02:10:00.000	POINT (483415.5053154079 4420725.761703704)	4
603	2025-07-03T02:15:00.000	POINT (485535.99952546356 4421523.756333128)	0
603	2025-07-03T02:15:00.000	POINT (487049.12003384926 4420349.32446721)	1
603	2025-07-03T02:15:00.000	POINT (485057.5850584154 4420431.121838025)	2
603	2025-07-03T02:15:00.000	POINT (483373.16822203726 4420750.797663476)	3
603	2025-07-03T02:15:00.000	POINT (483415.5053154079 4420725.761703704)	4
604	2025-07-03T02:20:00.000	POINT (485535.99952546356 4421523.756333128)	0
604	2025-07-03T02:20:00.000	POINT (487049.12003384926 4420349.32446721)	1
604	2025-07-03T02:20:00.000	POINT (485057.5850584154 4420431.121838025)	2
604	2025-07-03T02:20:00.000	POINT (483373.16822203726 4420750.797663476)	3
604	2025-07-03T02:20:00.000	POINT (483415.5053154079 4420725.761703704)	4
605	2025-07-03T02:25:00.000	POINT (485535.99952546356 4421523.756333128)	0
605	2025-07-03T02:25:00.000	POINT (487049.12003384926 4420349.32446721)	1
605	2025-07-03T02:25:00.000	POINT (485057.5850584154 4420431.121838025)	2
605	2025-07-03T02:25:00.000	POINT (483373.16822203726 4420750.797663476)	3
605	2025-07-03T02:25:00.000	POINT (483415.5053154079 4420725.761703704)	4
606	2025-07-03T02:30:00.000	POINT (485535.99952546356 4421523.756333128)	0
606	2025-07-03T02:30:00.000	POINT (487049.12003384926 4420349.32446721)	1
606	2025-07-03T02:30:00.000	POINT (485057.5850584154 4420431.121838025)	2
606	2025-07-03T02:30:00.000	POINT (483373.16822203726 4420750.797663476)	3
606	2025-07-03T02:30:00.000	POINT (483415.5053154079 4420725.761703704)	4
