step,agentId,travelStartTime,travelStartPlaceType,travelStartLocationId,travelEndTime,travelEndLocationId,travelEndPlaceType,intendedTravelEndLocationId,intendedTravelEndPlaceType,purpose,checkInTime,checkOutTime,minPeopleAtPlace,maxPeopleAtPlace,moneyBalanceBefore,moneyBalanceAfter,venueGeometry,venueType,eventDetails,participantIds,eventOtherDetails
2493,0,2025-07-09T13:55:00.000,AtHome,3,2025-07-09T14:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T14:00:00.000,2025-07-09T15:45:00.000,0,0,11229.972533444254,11209.55411596918,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2495,0,2025-07-09T15:45:00.000,AtRecreation,10,2025-07-09T15:50:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-09T15:50:00.000,2025-07-09T15:55:00.000,0,0,11209.55411596918,11209.55411596918,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2502,3,2025-07-09T08:25:00.000,AtRestaurant,11,2025-07-09T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-09T08:30:00.000,2025-07-09T16:30:00.000,0,0,10524.581486494339,10524.581486494339,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
2503,1,2025-07-09T14:45:00.000,AtHome,2,2025-07-09T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T14:50:00.000,2025-07-09T16:35:00.000,0,0,11748.914674225309,11728.496256750235,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2505,1,2025-07-09T16:35:00.000,AtRecreation,10,2025-07-09T16:40:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-09T16:40:00.000,2025-07-09T16:45:00.000,0,0,11728.496256750235,11728.496256750235,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2507,3,2025-07-09T16:30:00.000,AtHome,0,2025-07-09T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T16:35:00.000,2025-07-09T16:55:00.000,0,0,10524.581486494339,10519.865182158479,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2513,0,2025-07-09T15:55:00.000,AtHome,3,2025-07-09T16:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T16:00:00.000,2025-07-09T17:25:00.000,0,0,11209.55411596918,11193.024920870312,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2515,0,2025-07-09T17:25:00.000,AtRecreation,10,2025-07-09T17:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-09T17:30:00.000,2025-07-09T17:35:00.000,0,0,11193.024920870312,11193.024920870312,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2522,4,2025-07-09T08:25:00.000,AtRestaurant,11,2025-07-09T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-09T08:35:00.000,2025-07-09T18:10:00.000,0,0,10435.920615636265,10435.920615636265,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
2524,1,2025-07-09T16:45:00.000,AtHome,2,2025-07-09T16:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T16:50:00.000,2025-07-09T18:20:00.000,0,0,11728.496256750235,11710.994756057315,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2526,1,2025-07-09T18:20:00.000,AtRecreation,10,2025-07-09T18:25:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-09T18:25:00.000,2025-07-09T18:30:00.000,0,0,11710.994756057315,11710.994756057315,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2528,4,2025-07-09T18:10:00.000,AtHome,0,2025-07-09T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T18:20:00.000,2025-07-09T18:40:00.000,0,0,10435.920615636265,10431.204311300406,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2528,2,2025-07-09T14:00:00.000,AtWork,9,2025-07-09T14:05:00.000,1,AtHome,1,AtHome,Work/Home Commute,2025-07-09T14:05:00.000,2025-07-09T18:40:00.000,0,0,12809.800168265438,12809.800168265438,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
2531,1,2025-07-09T18:30:00.000,AtHome,2,2025-07-09T18:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T18:35:00.000,2025-07-09T18:55:00.000,0,0,11710.994756057315,11707.10553368111,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2535,2,2025-07-09T18:40:00.000,AtHome,1,2025-07-09T18:55:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T18:55:00.000,2025-07-09T19:15:00.000,0,0,12809.800168265438,12805.083863929578,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2535,0,2025-07-09T17:35:00.000,AtHome,3,2025-07-09T17:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T17:40:00.000,2025-07-09T19:15:00.000,0,0,11193.024920870312,11174.55111458334,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2536,1,2025-07-09T18:55:00.000,AtRecreation,10,2025-07-09T19:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T19:00:00.000,2025-07-09T19:20:00.000,0,0,11707.10553368111,11702.38922934525,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2537,0,2025-07-09T19:15:00.000,AtRecreation,10,2025-07-09T19:20:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-09T19:20:00.000,2025-07-09T19:25:00.000,0,0,11174.55111458334,11174.55111458334,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2541,1,2025-07-09T19:20:00.000,AtRestaurant,11,2025-07-09T19:25:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-09T19:25:00.000,2025-07-09T19:45:00.000,0,0,11702.38922934525,11698.500006969045,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2541,0,2025-07-09T19:25:00.000,AtHome,3,2025-07-09T19:30:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T19:30:00.000,2025-07-09T19:45:00.000,0,0,11174.55111458334,11171.634197801188,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2543,1,2025-07-09T19:45:00.000,AtRecreation,10,2025-07-09T19:50:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-09T19:50:00.000,2025-07-09T19:55:00.000,0,0,11698.500006969045,11698.500006969045,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2546,0,2025-07-09T19:45:00.000,AtRecreation,10,2025-07-09T19:50:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-09T19:50:00.000,2025-07-09T20:10:00.000,0,0,11171.634197801188,11166.917893465328,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2551,0,2025-07-09T20:10:00.000,AtRestaurant,11,2025-07-09T20:15:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-09T20:15:00.000,2025-07-09T20:35:00.000,0,0,11166.917893465328,11163.028671089123,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2553,0,2025-07-09T20:35:00.000,AtRecreation,10,2025-07-09T20:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-09T20:40:00.000,2025-07-09T20:45:00.000,0,0,11163.028671089123,11163.028671089123,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2568,0,2025-07-09T20:45:00.000,AtHome,3,2025-07-09T20:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T20:50:00.000,2025-07-09T22:00:00.000,0,0,11163.028671089123,11149.416392772408,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2570,0,2025-07-09T22:00:00.000,AtRecreation,10,2025-07-09T22:05:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-09T22:05:00.000,2025-07-09T22:10:00.000,0,0,11149.416392772408,11149.416392772408,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2571,1,2025-07-09T19:55:00.000,AtHome,2,2025-07-09T20:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T20:00:00.000,2025-07-09T22:15:00.000,0,0,11698.500006969045,11672.247755929664,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2573,1,2025-07-09T22:15:00.000,AtRecreation,10,2025-07-09T22:20:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-09T22:20:00.000,2025-07-09T22:25:00.000,0,0,11672.247755929664,11672.247755929664,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2581,1,2025-07-09T22:25:00.000,AtHome,2,2025-07-09T22:30:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T22:30:00.000,2025-07-09T23:05:00.000,0,0,11672.247755929664,11665.441616771306,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2588,0,2025-07-09T22:10:00.000,AtHome,3,2025-07-09T22:15:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-09T22:15:00.000,2025-07-09T23:40:00.000,0,0,11149.416392772408,11132.887197673539,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2676,0,2025-07-09T23:40:00.000,AtRecreation,10,2025-07-09T23:45:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-09T23:45:00.000,2025-07-10T07:00:00.000,0,0,11132.887197673539,11128.887197673539,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2686,1,2025-07-09T23:05:00.000,AtRecreation,10,2025-07-09T23:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-09T23:10:00.000,2025-07-10T07:50:00.000,0,0,11665.441616771306,11661.441616771306,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2687,2,2025-07-09T19:15:00.000,AtRestaurant,11,2025-07-09T19:25:00.000,1,AtHome,1,AtHome,Coming Back From Restaurant,2025-07-09T19:25:00.000,2025-07-10T07:55:00.000,0,0,12805.083863929578,12801.083863929578,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
2687,4,2025-07-09T18:40:00.000,AtRestaurant,11,2025-07-09T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-09T18:50:00.000,2025-07-10T07:55:00.000,0,0,10431.204311300406,10431.204311300406,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
2688,3,2025-07-09T16:55:00.000,AtRestaurant,11,2025-07-09T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-09T17:00:00.000,2025-07-10T08:00:00.000,0,0,10519.865182158479,10519.865182158479,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
2693,4,2025-07-10T07:55:00.000,AtHome,0,2025-07-10T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-10T08:05:00.000,2025-07-10T08:25:00.000,0,0,10431.204311300406,10426.488006964546,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2693,3,2025-07-10T08:00:00.000,AtHome,0,2025-07-10T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-10T08:05:00.000,2025-07-10T08:25:00.000,0,0,10519.865182158479,10515.14887782262,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2749,1,2025-07-10T07:50:00.000,AtHome,2,2025-07-10T07:55:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-10T07:55:00.000,2025-07-10T13:05:00.000,0,0,11661.441616771306,12178.108283437972,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2749,0,2025-07-10T07:00:00.000,AtHome,3,2025-07-10T07:05:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-10T07:05:00.000,2025-07-10T13:05:00.000,0,0,11128.887197673539,11728.887197673539,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2754,0,2025-07-10T13:05:00.000,AtWork,9,2025-07-10T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-10T13:10:00.000,2025-07-10T13:30:00.000,0,0,11728.887197673539,11724.17089333768,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2754,1,2025-07-10T13:05:00.000,AtWork,9,2025-07-10T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-10T13:10:00.000,2025-07-10T13:30:00.000,0,0,12178.108283437972,12173.391979102113,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2757,0,2025-07-10T13:30:00.000,AtRestaurant,11,2025-07-10T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-10T13:35:00.000,2025-07-10T13:45:00.000,0,0,11724.17089333768,11740.837560004346,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2759,0,2025-07-10T13:45:00.000,AtWork,9,2025-07-10T13:50:00.000,3,AtHome,3,AtHome,Work/Home Commute,2025-07-10T13:50:00.000,2025-07-10T13:55:00.000,0,0,11740.837560004346,11740.837560004346,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2760,2,2025-07-10T07:55:00.000,AtHome,1,2025-07-10T08:00:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-10T08:00:00.000,2025-07-10T14:00:00.000,0,0,12801.083863929578,13401.083863929578,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2767,1,2025-07-10T13:30:00.000,AtRestaurant,11,2025-07-10T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-10T13:35:00.000,2025-07-10T14:35:00.000,0,0,12173.391979102113,12273.391979102113,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
2769,1,2025-07-10T14:35:00.000,AtWork,9,2025-07-10T14:40:00.000,2,AtHome,2,AtHome,Work/Home Commute,2025-07-10T14:40:00.000,2025-07-10T14:45:00.000,0,0,12273.391979102113,12273.391979102113,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2777,0,2025-07-10T13:55:00.000,AtHome,3,2025-07-10T14:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T14:00:00.000,2025-07-10T15:25:00.000,0,0,11740.837560004346,11724.308364905477,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2779,0,2025-07-10T15:25:00.000,AtRecreation,10,2025-07-10T15:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-10T15:30:00.000,2025-07-10T15:35:00.000,0,0,11724.308364905477,11724.308364905477,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2790,3,2025-07-10T08:25:00.000,AtRestaurant,11,2025-07-10T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-10T08:30:00.000,2025-07-10T16:30:00.000,0,0,10515.14887782262,10515.14887782262,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
2794,1,2025-07-10T14:45:00.000,AtHome,2,2025-07-10T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T14:50:00.000,2025-07-10T16:50:00.000,0,0,12273.391979102113,12250.056644844886,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2795,3,2025-07-10T16:30:00.000,AtHome,0,2025-07-10T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-10T16:35:00.000,2025-07-10T16:55:00.000,0,0,10515.14887782262,10510.43257348676,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2796,1,2025-07-10T16:50:00.000,AtRecreation,10,2025-07-10T16:55:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-10T16:55:00.000,2025-07-10T17:00:00.000,0,0,12250.056644844886,12250.056644844886,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2802,0,2025-07-10T15:35:00.000,AtHome,3,2025-07-10T15:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T15:40:00.000,2025-07-10T17:30:00.000,0,0,11724.308364905477,11702.917641836351,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2804,0,2025-07-10T17:30:00.000,AtRecreation,10,2025-07-10T17:35:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-10T17:35:00.000,2025-07-10T17:40:00.000,0,0,11702.917641836351,11702.917641836351,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2810,4,2025-07-10T08:25:00.000,AtRestaurant,11,2025-07-10T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-10T08:35:00.000,2025-07-10T18:10:00.000,0,0,10426.488006964546,10426.488006964546,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
2816,4,2025-07-10T18:10:00.000,AtHome,0,2025-07-10T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-10T18:20:00.000,2025-07-10T18:40:00.000,0,0,10426.488006964546,10421.771702628686,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
2818,1,2025-07-10T17:00:00.000,AtHome,2,2025-07-10T17:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T17:05:00.000,2025-07-10T18:50:00.000,0,0,12250.056644844886,12229.638227369813,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2820,1,2025-07-10T18:50:00.000,AtRecreation,10,2025-07-10T18:55:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-10T18:55:00.000,2025-07-10T19:00:00.000,0,0,12229.638227369813,12225.638227369813,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2827,0,2025-07-10T17:40:00.000,AtHome,3,2025-07-10T17:45:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T17:45:00.000,2025-07-10T19:35:00.000,0,0,11702.917641836351,11681.526918767226,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2829,0,2025-07-10T19:35:00.000,AtRecreation,10,2025-07-10T19:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-10T19:40:00.000,2025-07-10T19:45:00.000,0,0,11681.526918767226,11677.526918767226,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2841,1,2025-07-10T19:00:00.000,AtHome,2,2025-07-10T19:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T19:05:00.000,2025-07-10T20:45:00.000,0,0,12225.638227369813,12206.19211548879,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2842,0,2025-07-10T19:45:00.000,AtHome,3,2025-07-10T19:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T19:50:00.000,2025-07-10T20:50:00.000,0,0,11677.526918767226,11665.859251638612,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2843,1,2025-07-10T20:45:00.000,AtRecreation,10,2025-07-10T20:50:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-10T20:50:00.000,2025-07-10T20:55:00.000,0,0,12206.19211548879,12206.19211548879,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2844,0,2025-07-10T20:50:00.000,AtRecreation,10,2025-07-10T20:55:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-10T20:55:00.000,2025-07-10T21:00:00.000,0,0,11665.859251638612,11665.859251638612,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2858,1,2025-07-10T20:55:00.000,AtHome,2,2025-07-10T21:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T21:00:00.000,2025-07-10T22:10:00.000,0,0,12206.19211548879,12192.579837172074,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2860,1,2025-07-10T22:10:00.000,AtRecreation,10,2025-07-10T22:15:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-10T22:15:00.000,2025-07-10T22:20:00.000,0,0,12192.579837172074,12192.579837172074,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
2861,0,2025-07-10T21:00:00.000,AtHome,3,2025-07-10T21:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T21:05:00.000,2025-07-10T22:25:00.000,0,0,11665.859251638612,11650.302362133794,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2863,0,2025-07-10T22:25:00.000,AtRecreation,10,2025-07-10T22:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-10T22:30:00.000,2025-07-10T22:35:00.000,0,0,11650.302362133794,11650.302362133794,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
2869,1,2025-07-10T22:20:00.000,AtHome,2,2025-07-10T22:25:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T22:25:00.000,2025-07-10T23:05:00.000,0,0,12192.579837172074,12184.801392419666,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
2876,0,2025-07-10T22:35:00.000,AtHome,3,2025-07-10T22:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-10T22:40:00.000,2025-07-10T23:40:00.000,0,0,11650.302362133794,11638.634695005181,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
