step,agentId,travelStartTime,travelStartPlaceType,travelStartLocationId,travelEndTime,travelEndLocationId,travelEndPlaceType,intendedTravelEndLocationId,intendedTravelEndPlaceType,purpose,checkInTime,checkOutTime,minPeopleAtPlace,maxPeopleAtPlace,moneyBalanceBefore,moneyBalanceAfter,venueGeometry,venueType,eventDetails,participantIds,eventOtherDetails
567,0,2025-07-02T23:05:00.000,AtRecreation,10,2025-07-02T23:10:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-02T23:10:00.000,2025-07-02T23:15:00.000,0,0,8900.104769235222,8900.104769235222,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
572,0,2025-07-02T23:15:00.000,AtHome,3,2025-07-02T23:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-02T23:20:00.000,2025-07-02T23:40:00.000,0,0,8900.104769235222,8896.215546859017,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
660,0,2025-07-02T23:40:00.000,AtRecreation,10,2025-07-02T23:45:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-02T23:45:00.000,2025-07-03T07:00:00.000,0,0,8896.215546859017,8892.215546859017,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
670,1,2025-07-02T23:00:00.000,AtRecreation,10,2025-07-02T23:05:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-02T23:05:00.000,2025-07-03T07:50:00.000,0,0,9359.130742067098,9355.130742067098,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
671,2,2025-07-02T14:40:00.000,AtWork,9,2025-07-02T14:45:00.000,1,AtHome,1,AtHome,Work/Home Commute,2025-07-02T14:45:00.000,2025-07-03T07:55:00.000,0,0,9869.381689944736,9861.381689944736,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
671,4,2025-07-02T18:40:00.000,AtRestaurant,11,2025-07-02T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-02T18:50:00.000,2025-07-03T07:55:00.000,0,0,10497.23257200244,10497.23257200244,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
672,3,2025-07-02T16:55:00.000,AtRestaurant,11,2025-07-02T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-02T17:00:00.000,2025-07-03T08:00:00.000,0,0,10585.893442860513,10585.893442860513,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
677,4,2025-07-03T07:55:00.000,AtHome,0,2025-07-03T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T08:05:00.000,2025-07-03T08:25:00.000,0,0,10497.23257200244,10492.51626766658,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
677,3,2025-07-03T08:00:00.000,AtHome,0,2025-07-03T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T08:05:00.000,2025-07-03T08:25:00.000,0,0,10585.893442860513,10581.177138524654,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
733,1,2025-07-03T07:50:00.000,AtHome,2,2025-07-03T07:55:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-03T07:55:00.000,2025-07-03T13:05:00.000,0,0,9355.130742067098,9871.797408733764,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
733,0,2025-07-03T07:00:00.000,AtHome,3,2025-07-03T07:05:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-03T07:05:00.000,2025-07-03T13:05:00.000,0,0,8892.215546859017,9492.215546859017,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
738,0,2025-07-03T13:05:00.000,AtWork,9,2025-07-03T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T13:10:00.000,2025-07-03T13:30:00.000,0,0,9492.215546859017,9487.499242523158,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
738,1,2025-07-03T13:05:00.000,AtWork,9,2025-07-03T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T13:10:00.000,2025-07-03T13:30:00.000,0,0,9871.797408733764,9867.081104397905,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
741,0,2025-07-03T13:30:00.000,AtRestaurant,11,2025-07-03T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-03T13:35:00.000,2025-07-03T13:45:00.000,0,0,9487.499242523158,9504.165909189824,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
743,0,2025-07-03T13:45:00.000,AtWork,9,2025-07-03T13:50:00.000,3,AtHome,3,AtHome,Work/Home Commute,2025-07-03T13:50:00.000,2025-07-03T13:55:00.000,0,0,9504.165909189824,9504.165909189824,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
744,2,2025-07-03T07:55:00.000,AtHome,1,2025-07-03T08:00:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-03T08:00:00.000,2025-07-03T14:00:00.000,0,0,9861.381689944736,10461.381689944736,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
751,1,2025-07-03T13:30:00.000,AtRestaurant,11,2025-07-03T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-03T13:35:00.000,2025-07-03T14:35:00.000,0,0,9867.081104397905,9967.081104397905,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
753,1,2025-07-03T14:35:00.000,AtWork,9,2025-07-03T14:40:00.000,2,AtHome,2,AtHome,Work/Home Commute,2025-07-03T14:40:00.000,2025-07-03T14:45:00.000,0,0,9967.081104397905,9967.081104397905,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
766,0,2025-07-03T13:55:00.000,AtHome,3,2025-07-03T14:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T14:00:00.000,2025-07-03T15:50:00.000,0,0,9504.165909189824,9482.775186120698,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
768,0,2025-07-03T15:50:00.000,AtRecreation,10,2025-07-03T15:55:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-03T15:55:00.000,2025-07-03T16:00:00.000,0,0,9482.775186120698,9482.775186120698,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
774,3,2025-07-03T08:25:00.000,AtRestaurant,11,2025-07-03T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-03T08:30:00.000,2025-07-03T16:30:00.000,0,0,10581.177138524654,10581.177138524654,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
779,3,2025-07-03T16:30:00.000,AtHome,0,2025-07-03T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T16:35:00.000,2025-07-03T16:55:00.000,0,0,10581.177138524654,10576.460834188794,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
782,1,2025-07-03T14:45:00.000,AtHome,2,2025-07-03T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T14:50:00.000,2025-07-03T17:10:00.000,0,0,9967.081104397905,9939.856547764473,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
784,1,2025-07-03T17:10:00.000,AtRecreation,10,2025-07-03T17:15:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-03T17:15:00.000,2025-07-03T17:20:00.000,0,0,9939.856547764473,9939.856547764473,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
794,4,2025-07-03T08:25:00.000,AtRestaurant,11,2025-07-03T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-03T08:35:00.000,2025-07-03T18:10:00.000,0,0,10492.51626766658,10492.51626766658,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
796,0,2025-07-03T16:00:00.000,AtHome,3,2025-07-03T16:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T16:05:00.000,2025-07-03T18:20:00.000,0,0,9482.775186120698,9456.522935081317,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
798,0,2025-07-03T18:20:00.000,AtRecreation,10,2025-07-03T18:25:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-03T18:25:00.000,2025-07-03T18:30:00.000,0,0,9456.522935081317,9456.522935081317,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
800,4,2025-07-03T18:10:00.000,AtHome,0,2025-07-03T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T18:20:00.000,2025-07-03T18:40:00.000,0,0,10492.51626766658,10487.79996333072,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
803,1,2025-07-03T17:20:00.000,AtHome,2,2025-07-03T17:25:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T17:25:00.000,2025-07-03T18:55:00.000,0,0,9939.856547764473,9922.355047071553,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
808,1,2025-07-03T18:55:00.000,AtRecreation,10,2025-07-03T19:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T19:00:00.000,2025-07-03T19:20:00.000,0,0,9922.355047071553,9917.638742735693,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
813,0,2025-07-03T18:30:00.000,AtHome,3,2025-07-03T18:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T18:35:00.000,2025-07-03T19:45:00.000,0,0,9456.522935081317,9442.910656764601,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
813,1,2025-07-03T19:20:00.000,AtRestaurant,11,2025-07-03T19:25:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-03T19:25:00.000,2025-07-03T19:45:00.000,0,0,9917.638742735693,9913.749520359488,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
815,1,2025-07-03T19:45:00.000,AtRecreation,10,2025-07-03T19:50:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-03T19:50:00.000,2025-07-03T19:55:00.000,0,0,9913.749520359488,9913.749520359488,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
818,0,2025-07-03T19:45:00.000,AtRecreation,10,2025-07-03T19:50:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-03T19:50:00.000,2025-07-03T20:10:00.000,0,0,9442.910656764601,9438.194352428742,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
823,0,2025-07-03T20:10:00.000,AtRestaurant,11,2025-07-03T20:15:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-03T20:15:00.000,2025-07-03T20:35:00.000,0,0,9438.194352428742,9434.305130052537,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
825,0,2025-07-03T20:35:00.000,AtRecreation,10,2025-07-03T20:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-03T20:40:00.000,2025-07-03T20:45:00.000,0,0,9434.305130052537,9434.305130052537,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
836,1,2025-07-03T19:55:00.000,AtHome,2,2025-07-03T20:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T20:00:00.000,2025-07-03T21:40:00.000,0,0,9913.749520359488,9894.303408478465,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
838,1,2025-07-03T21:40:00.000,AtRecreation,10,2025-07-03T21:45:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-03T21:45:00.000,2025-07-03T21:50:00.000,0,0,9894.303408478465,9894.303408478465,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
844,0,2025-07-03T20:45:00.000,AtHome,3,2025-07-03T20:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T20:50:00.000,2025-07-03T22:20:00.000,0,0,9434.305130052537,9416.803629359616,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
846,0,2025-07-03T22:20:00.000,AtRecreation,10,2025-07-03T22:25:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-03T22:25:00.000,2025-07-03T22:30:00.000,0,0,9416.803629359616,9416.803629359616,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
852,1,2025-07-03T21:50:00.000,AtHome,2,2025-07-03T21:55:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T21:55:00.000,2025-07-03T23:00:00.000,0,0,9894.303408478465,9881.6634357558,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
857,0,2025-07-03T22:30:00.000,AtHome,3,2025-07-03T22:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T22:35:00.000,2025-07-03T23:25:00.000,0,0,9416.803629359616,9407.080573419105,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
859,0,2025-07-03T23:25:00.000,AtRecreation,10,2025-07-03T23:30:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-03T23:30:00.000,2025-07-03T23:35:00.000,0,0,9407.080573419105,9407.080573419105,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
861,0,2025-07-03T23:35:00.000,AtHome,3,2025-07-03T23:40:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-03T23:40:00.000,2025-07-03T23:45:00.000,0,0,9407.080573419105,9406.108267825055,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
948,0,2025-07-03T23:45:00.000,AtRecreation,10,2025-07-03T23:50:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-03T23:50:00.000,2025-07-04T07:00:00.000,0,0,9406.108267825055,9402.108267825055,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
958,1,2025-07-03T23:00:00.000,AtRecreation,10,2025-07-03T23:05:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-03T23:05:00.000,2025-07-04T07:50:00.000,0,0,9881.6634357558,9877.6634357558,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
959,4,2025-07-03T18:40:00.000,AtRestaurant,11,2025-07-03T18:50:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-03T18:50:00.000,2025-07-04T07:55:00.000,0,0,10487.79996333072,10487.79996333072,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
959,2,2025-07-03T14:00:00.000,AtWork,9,2025-07-03T14:05:00.000,1,AtHome,1,AtHome,Work/Home Commute,2025-07-03T14:05:00.000,2025-07-04T07:55:00.000,0,0,10461.381689944736,10453.381689944736,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
960,3,2025-07-03T16:55:00.000,AtRestaurant,11,2025-07-03T17:00:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-03T17:00:00.000,2025-07-04T08:00:00.000,0,0,10576.460834188794,10576.460834188794,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
965,4,2025-07-04T07:55:00.000,AtHome,0,2025-07-04T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T08:05:00.000,2025-07-04T08:25:00.000,0,0,10487.79996333072,10483.083658994861,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
965,3,2025-07-04T08:00:00.000,AtHome,0,2025-07-04T08:05:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T08:05:00.000,2025-07-04T08:25:00.000,0,0,10576.460834188794,10571.744529852935,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1021,1,2025-07-04T07:50:00.000,AtHome,2,2025-07-04T07:55:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-04T07:55:00.000,2025-07-04T13:05:00.000,0,0,9877.6634357558,10394.330102422466,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1021,0,2025-07-04T07:00:00.000,AtHome,3,2025-07-04T07:05:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-04T07:05:00.000,2025-07-04T13:05:00.000,0,0,9402.108267825055,10002.108267825055,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1026,0,2025-07-04T13:05:00.000,AtWork,9,2025-07-04T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T13:10:00.000,2025-07-04T13:30:00.000,0,0,10002.108267825055,9997.391963489195,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1026,1,2025-07-04T13:05:00.000,AtWork,9,2025-07-04T13:10:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T13:10:00.000,2025-07-04T13:30:00.000,0,0,10394.330102422466,10389.613798086606,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1029,0,2025-07-04T13:30:00.000,AtRestaurant,11,2025-07-04T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-04T13:35:00.000,2025-07-04T13:45:00.000,0,0,9997.391963489195,10014.058630155861,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1031,0,2025-07-04T13:45:00.000,AtWork,9,2025-07-04T13:50:00.000,3,AtHome,3,AtHome,Work/Home Commute,2025-07-04T13:50:00.000,2025-07-04T13:55:00.000,0,0,10014.058630155861,10014.058630155861,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1032,2,2025-07-04T07:55:00.000,AtHome,1,2025-07-04T08:00:00.000,9,AtWork,9,AtWork,Work/Home Commute,2025-07-04T08:00:00.000,2025-07-04T14:00:00.000,0,0,10453.381689944736,11053.381689944736,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1039,1,2025-07-04T13:30:00.000,AtRestaurant,11,2025-07-04T13:35:00.000,9,AtWork,9,AtWork,Coming Back From Restaurant,2025-07-04T13:35:00.000,2025-07-04T14:35:00.000,0,0,10389.613798086606,10489.613798086606,POINT (486971.8556855318 4422510.6889146175),Workplace,0,None,None
1041,1,2025-07-04T14:35:00.000,AtWork,9,2025-07-04T14:40:00.000,2,AtHome,2,AtHome,Work/Home Commute,2025-07-04T14:40:00.000,2025-07-04T14:45:00.000,0,0,10489.613798086606,10489.613798086606,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1054,1,2025-07-04T14:45:00.000,AtHome,2,2025-07-04T14:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T14:50:00.000,2025-07-04T15:50:00.000,0,0,10489.613798086606,10477.946130957993,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1056,1,2025-07-04T15:50:00.000,AtRecreation,10,2025-07-04T15:55:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-04T15:55:00.000,2025-07-04T16:00:00.000,0,0,10477.946130957993,10477.946130957993,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1059,0,2025-07-04T13:55:00.000,AtHome,3,2025-07-04T14:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T14:00:00.000,2025-07-04T16:15:00.000,0,0,10014.058630155861,9987.80637911648,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1061,0,2025-07-04T16:15:00.000,AtRecreation,10,2025-07-04T16:20:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-04T16:20:00.000,2025-07-04T16:25:00.000,0,0,9987.80637911648,9987.80637911648,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1062,3,2025-07-04T08:25:00.000,AtRestaurant,11,2025-07-04T08:30:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-04T08:30:00.000,2025-07-04T16:30:00.000,0,0,10571.744529852935,10571.744529852935,POINT (483386.13406596635 4420756.4680047715),Apartment,0,None,None
1067,3,2025-07-04T16:30:00.000,AtHome,0,2025-07-04T16:35:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T16:35:00.000,2025-07-04T16:55:00.000,0,0,10571.744529852935,10567.028225517075,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1078,1,2025-07-04T16:00:00.000,AtHome,2,2025-07-04T16:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T16:05:00.000,2025-07-04T17:50:00.000,0,0,10477.946130957993,10457.52771348292,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1080,1,2025-07-04T17:50:00.000,AtRecreation,10,2025-07-04T17:55:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-04T17:55:00.000,2025-07-04T18:00:00.000,0,0,10457.52771348292,10457.52771348292,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1081,0,2025-07-04T16:25:00.000,AtHome,3,2025-07-04T16:30:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T16:30:00.000,2025-07-04T18:05:00.000,0,0,9987.80637911648,9969.33257282951,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1082,4,2025-07-04T08:25:00.000,AtRestaurant,11,2025-07-04T08:35:00.000,0,AtHome,0,AtHome,Coming Back From Restaurant,2025-07-04T08:35:00.000,2025-07-04T18:10:00.000,0,0,10483.083658994861,10483.083658994861,POINT (483427.58001767774 4420738.353228444),Apartment,0,None,None
1083,0,2025-07-04T18:05:00.000,AtRecreation,10,2025-07-04T18:10:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-04T18:10:00.000,2025-07-04T18:15:00.000,0,0,9969.33257282951,9969.33257282951,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1088,2,2025-07-04T14:00:00.000,AtWork,9,2025-07-04T14:05:00.000,1,AtHome,1,AtHome,Work/Home Commute,2025-07-04T14:05:00.000,2025-07-04T18:40:00.000,0,0,11053.381689944736,11053.381689944736,POINT (485057.58590894594 4420442.765882327),Apartment,0,None,None
1088,4,2025-07-04T18:10:00.000,AtHome,0,2025-07-04T18:20:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T18:20:00.000,2025-07-04T18:40:00.000,0,0,10483.083658994861,10478.367354659002,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1091,1,2025-07-04T18:00:00.000,AtHome,2,2025-07-04T18:05:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T18:05:00.000,2025-07-04T18:55:00.000,0,0,10457.52771348292,10447.804657542409,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1095,2,2025-07-04T18:40:00.000,AtHome,1,2025-07-04T18:55:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T18:55:00.000,2025-07-04T19:15:00.000,0,0,11053.381689944736,11048.665385608876,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1096,1,2025-07-04T18:55:00.000,AtRecreation,10,2025-07-04T19:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T19:00:00.000,2025-07-04T19:20:00.000,0,0,10447.804657542409,10443.088353206549,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1101,1,2025-07-04T19:20:00.000,AtRestaurant,11,2025-07-04T19:25:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-04T19:25:00.000,2025-07-04T19:45:00.000,0,0,10443.088353206549,10439.199130830344,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1101,0,2025-07-04T18:15:00.000,AtHome,3,2025-07-04T18:20:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T18:20:00.000,2025-07-04T19:45:00.000,0,0,9969.33257282951,9952.803377730641,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1103,1,2025-07-04T19:45:00.000,AtRecreation,10,2025-07-04T19:50:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-04T19:50:00.000,2025-07-04T19:55:00.000,0,0,10439.199130830344,10439.199130830344,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1106,0,2025-07-04T19:45:00.000,AtRecreation,10,2025-07-04T19:50:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-04T19:50:00.000,2025-07-04T20:10:00.000,0,0,9952.803377730641,9948.087073394781,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1111,0,2025-07-04T20:10:00.000,AtRestaurant,11,2025-07-04T20:15:00.000,10,AtRecreation,10,AtRecreation,Coming Back From Restaurant,2025-07-04T20:15:00.000,2025-07-04T20:35:00.000,0,0,9948.087073394781,9944.197851018576,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1113,0,2025-07-04T20:35:00.000,AtRecreation,10,2025-07-04T20:40:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-04T20:40:00.000,2025-07-04T20:45:00.000,0,0,9944.197851018576,9944.197851018576,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1120,1,2025-07-04T19:55:00.000,AtHome,2,2025-07-04T20:00:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T20:00:00.000,2025-07-04T21:20:00.000,0,0,10439.199130830344,10423.642241325526,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1122,1,2025-07-04T21:20:00.000,AtRecreation,10,2025-07-04T21:25:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-04T21:25:00.000,2025-07-04T21:30:00.000,0,0,10423.642241325526,10423.642241325526,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
1134,0,2025-07-04T20:45:00.000,AtHome,3,2025-07-04T20:50:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T20:50:00.000,2025-07-04T22:30:00.000,0,0,9944.197851018576,9924.751739137553,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1136,0,2025-07-04T22:30:00.000,AtRecreation,10,2025-07-04T22:35:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-04T22:35:00.000,2025-07-04T22:40:00.000,0,0,9924.751739137553,9924.751739137553,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1141,1,2025-07-04T21:30:00.000,AtHome,2,2025-07-04T21:35:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T21:35:00.000,2025-07-04T23:05:00.000,0,0,10423.642241325526,10406.140740632605,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1148,0,2025-07-04T22:40:00.000,AtHome,3,2025-07-04T22:45:00.000,10,AtRecreation,10,AtRecreation,Recreation (Social Gathering),2025-07-04T22:45:00.000,2025-07-04T23:40:00.000,0,0,9924.751739137553,9914.05637760299,POINT (486194.0125563806 4421348.554417097),Pub,0,None,None
1234,0,2025-07-04T23:40:00.000,AtRecreation,10,2025-07-04T23:45:00.000,3,AtHome,3,AtHome,Going Back to Home,2025-07-04T23:45:00.000,2025-07-05T06:50:00.000,0,0,9914.05637760299,9914.05637760299,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1240,0,2025-07-05T06:50:00.000,AtHome,3,2025-07-05T07:00:00.000,11,AtRestaurant,11,AtRestaurant,Eating,2025-07-05T07:00:00.000,2025-07-05T07:20:00.000,0,0,9914.05637760299,9909.34007326713,POINT (483834.4909161149 4422719.660534676),Restaurant,0,None,None
1243,0,2025-07-05T07:20:00.000,AtRestaurant,11,2025-07-05T07:30:00.000,3,AtHome,3,AtHome,Coming Back From Restaurant,2025-07-05T07:30:00.000,2025-07-05T07:35:00.000,0,0,9909.34007326713,9909.34007326713,POINT (485547.33905596414 4421526.153604189),Apartment,0,None,None
1244,1,2025-07-04T23:05:00.000,AtRecreation,10,2025-07-04T23:10:00.000,2,AtHome,2,AtHome,Going Back to Home,2025-07-04T23:10:00.000,2025-07-05T07:40:00.000,0,0,10406.140740632605,10406.140740632605,POINT (487038.28498915996 4420353.145806744),Apartment,0,None,None
